forecast_step,state,district,pred_bio,Base_Capacity,Action_Plan
1,Telangana,Jagitial,364.5316164659057,81.0643863491689,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Khunti,624.2749951670214,139.2182419015096,🔴 DEPLOY MOBILE VAN
1,Assam,West Karbi Anglong,53.01840745881627,11.824176225436826,🔴 DEPLOY MOBILE VAN
1,Madhya Pradesh,Harda *,91.60127625254717,20.437332289501487,🔴 DEPLOY MOBILE VAN
1,Meghalaya,West Jaintia Hills,70.54133832300914,16.010339283177927,🔴 DEPLOY MOBILE VAN
1,Maharashtra,Chhatrapati Sambhajinagar,38.4996426872767,8.870548998419974,🔴 DEPLOY MOBILE VAN
1,Telangana,Warangal Rural,82.2523851494757,18.96653416669035,🔴 DEPLOY MOBILE VAN
1,Assam,Tinsukia,604.8393855562347,141.39033115367448,🔴 DEPLOY MOBILE VAN
1,Telangana,Wanaparthy,122.5057317357018,28.722906619243638,🔴 DEPLOY MOBILE VAN
1,West Bengal,Paschim Bardhaman,66.61782236994299,15.626348275200591,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Koderma,572.9924083811811,134.4812064432358,🔴 DEPLOY MOBILE VAN
1,Odisha,Sundargarh,383.8238714529377,90.42859425098408,🔴 DEPLOY MOBILE VAN
1,Meghalaya,South West Khasi Hills,54.75241685326934,12.949074846952344,🔴 DEPLOY MOBILE VAN
1,Nagaland,Phek,48.548609764705695,11.741277481282948,🔴 DEPLOY MOBILE VAN
1,Telangana,Hanumakonda,60.80093305148626,14.751496126825764,🔴 DEPLOY MOBILE VAN
1,Assam,South Salmara Mankachar,47.171846007431085,11.518119182281616,🔴 DEPLOY MOBILE VAN
1,West Bengal,Purulia,41.959631459710536,10.378858425639951,🔴 DEPLOY MOBILE VAN
1,Madhya Pradesh,Narmadapuram,52.99850497835074,13.133501345748222,🔴 DEPLOY MOBILE VAN
1,Jammu and Kashmir,Kargil,30.771827449776392,7.663156525997183,🔴 DEPLOY MOBILE VAN
1,Karnataka,yadgir,53.65678648123561,13.492203899089006,🔴 DEPLOY MOBILE VAN
1,Tripura,Sepahijala,334.45427206550414,84.15014148407067,🔴 DEPLOY MOBILE VAN
1,Maharashtra,Ahmed Nagar,133.92887338897594,33.92516143014719,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Tirupattur,327.4937221982284,82.96641015271805,🔴 DEPLOY MOBILE VAN
1,Andhra Pradesh,Sri Potti Sriramulu Nellore,276.0219824473206,70.00802045175705,🔴 DEPLOY MOBILE VAN
1,Meghalaya,South West Garo Hills,43.44079397745037,11.038501934217912,🔴 DEPLOY MOBILE VAN
1,Telangana,Jayashankar Bhupalpally,43.17245715157932,10.979806026027472,🔴 DEPLOY MOBILE VAN
1,Karnataka,Chikkamagaluru,429.6844001360111,110.09793631395274,🔴 DEPLOY MOBILE VAN
1,Andhra Pradesh,Eluru,86.16679779816496,22.211207058127535,🔴 DEPLOY MOBILE VAN
1,Telangana,Peddapalli,64.23102487329498,16.59232828020339,🔴 DEPLOY MOBILE VAN
1,Telangana,Nirmal,437.0262653216701,113.31975513103731,🔴 DEPLOY MOBILE VAN
1,Karnataka,Vijayanagara,93.44876490264993,24.809718094376265,🔴 DEPLOY MOBILE VAN
1,Uttar Pradesh,Barabanki,69.00276535823131,18.356918546808775,🔴 DEPLOY MOBILE VAN
1,West Bengal,Jhargram,36.57963755712633,9.781264679009908,🔴 DEPLOY MOBILE VAN
1,Madhya Pradesh,Maihar,26.34139745760908,7.099273149795035,🔴 DEPLOY MOBILE VAN
1,Orissa,Bhadrak,50.31792934621288,13.593805937920429,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Mayiladuthurai,75.04102317698477,20.277623422749294,🔴 DEPLOY MOBILE VAN
1,Nagaland,Zunheboto,47.27025225129122,12.892004235846173,🔴 DEPLOY MOBILE VAN
1,Manipur,Senapati,559.9961809513577,153.26857007610997,🔴 DEPLOY MOBILE VAN
1,Assam,Charaideo,57.22835476027714,15.672546521753087,🔴 DEPLOY MOBILE VAN
1,Uttar Pradesh,Bhadohi,55.2874370114242,15.161961191509594,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Kallakurichi,42.30287109761773,11.628409259583469,🔴 DEPLOY MOBILE VAN
1,Mizoram,Lunglei,39.079051794543176,10.779466719690454,🔴 DEPLOY MOBILE VAN
1,Kerala,Kasargod,35.14369776279041,9.778373215259283,🔴 DEPLOY MOBILE VAN
1,Delhi,Shahdara,44.00508031670616,12.250364640603795,🔴 DEPLOY MOBILE VAN
1,Telangana,Mulugu,52.60068981844711,14.676004794816638,🔴 DEPLOY MOBILE VAN
1,Nagaland,Tuensang,54.74056396649265,15.308481272427764,🔴 DEPLOY MOBILE VAN
1,Nagaland,Mon,61.91879339883039,17.33674925116263,🔴 DEPLOY MOBILE VAN
1,Odisha,Baudh,39.61315208330338,11.104130954192104,🔴 DEPLOY MOBILE VAN
1,Manipur,Chandel,54.93213805069024,15.547936810446075,🔴 DEPLOY MOBILE VAN
1,Mizoram,Aizawl,390.8792217076979,111.37391785060103,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Palamau,24.127697228930543,6.9078389911850255,🔴 DEPLOY MOBILE VAN
1,Manipur,Bishnupur,167.37608941448983,48.25148538771354,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Thiruvallur,37.78508508827609,10.972255457964947,🔴 DEPLOY MOBILE VAN
1,Uttar Pradesh,Prayagraj,460.640721106495,133.9201736758301,🔴 DEPLOY MOBILE VAN
1,Karnataka,Chamrajnagar,37.39384504058465,10.894787842391462,🔴 DEPLOY MOBILE VAN
1,Andaman and Nicobar Islands,South Andaman,124.90201518893323,36.614364458556885,🔴 DEPLOY MOBILE VAN
1,Telangana,Narayanpet,62.39976730608017,18.31988495164486,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Latehar,669.7245981969254,198.02773211180505,🔴 DEPLOY MOBILE VAN
1,Jammu and Kashmir,Bandipore,530.4308380764257,157.25333686561868,🔴 DEPLOY MOBILE VAN
1,Orissa,Baleshwar,42.87490277760799,12.726465683779228,🔴 DEPLOY MOBILE VAN
1,Arunachal Pradesh,Changlang,51.00963217063919,15.149674959437395,🔴 DEPLOY MOBILE VAN
1,Assam,North Cachar Hills,39.28043725351233,11.684876596952659,🔴 DEPLOY MOBILE VAN
1,Andhra Pradesh,Bapatla,78.0520179851313,23.72539936938446,🔴 DEPLOY MOBILE VAN
1,Meghalaya,West Khasi Hills,59.47216888028852,18.20436250810848,🔴 DEPLOY MOBILE VAN
1,Arunachal Pradesh,Papum Pare,42.52606681928181,13.056807868983853,🔴 DEPLOY MOBILE VAN
1,Odisha,Subarnapur,40.60790944775802,12.481904737728769,🔴 DEPLOY MOBILE VAN
1,Jammu and Kashmir,Shupiyan,292.7527434086757,90.48888096048123,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Palamu,1519.8971817633587,476.56943534379656,🔴 DEPLOY MOBILE VAN
1,Arunachal Pradesh,West Kameng,64.61156883658946,20.496136097889742,🔴 DEPLOY MOBILE VAN
1,Assam,Marigaon,748.7911851144647,238.2490455445037,🔴 DEPLOY MOBILE VAN
1,Andhra Pradesh,Anakapalli,75.78671051755035,24.14117154058928,🔴 DEPLOY MOBILE VAN
1,Gujarat,The Dangs,458.15052517019177,147.74614831690025,🔴 DEPLOY MOBILE VAN
1,Assam,Kamrup Metro,495.6631311461612,160.10106780522523,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Garhwa,1323.196357420984,427.47213056696114,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Theni,3022.627964066241,979.8831759445125,🔴 DEPLOY MOBILE VAN
1,Assam,Hojai,758.5347505431938,247.17599169879466,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Garhwa *,31.82825027739031,10.477958696793223,🔴 DEPLOY MOBILE VAN
1,Jammu and Kashmir,Reasi,469.48642824502105,154.90833998030408,🔴 DEPLOY MOBILE VAN
1,Nagaland,Dimapur,781.0106772929125,258.19020642165185,🔴 DEPLOY MOBILE VAN
1,West Bengal,South Twenty Four Parganas,635.5613488106376,210.7787513040413,🔴 DEPLOY MOBILE VAN
1,Uttarakhand,Nainital,3812.7296555986495,1269.7478165613215,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Simdega,916.345494654276,306.07114497563373,🔴 DEPLOY MOBILE VAN
1,Rajasthan,Jhunjhunu,39.34843384885132,13.144926301346704,🔴 DEPLOY MOBILE VAN
1,Meghalaya,East Jaintia Hills,32.52426306752515,10.882541511116482,🔴 DEPLOY MOBILE VAN
1,Haryana,Jind,2603.3693724163736,874.7500472280767,🔴 DEPLOY MOBILE VAN
1,Uttarakhand,Tehri Garhwal,2743.089255050213,924.8327868909325,🔴 DEPLOY MOBILE VAN
1,Nagaland,Wokha,35.00825400284322,11.83747326042505,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Kodarma,28.10020596906997,9.504407664220622,🔴 DEPLOY MOBILE VAN
1,Haryana,Sirsa,2799.687184627596,948.1022635256512,🔴 DEPLOY MOBILE VAN
1,Haryana,Bhiwani,2619.559057556033,887.6029940180458,🔴 DEPLOY MOBILE VAN
1,Punjab,S.A.S Nagar(Mohali),33.67226441804641,11.42161971749286,🔴 DEPLOY MOBILE VAN
1,Puducherry,Puducherry,699.7390137699729,237.4430314397468,🔴 DEPLOY MOBILE VAN
1,Telangana,Mancherial,448.1097215760183,152.3065197379334,🔴 DEPLOY MOBILE VAN
1,Himachal Pradesh,Kinnaur,42.94875607151097,14.632297037111394,🔴 DEPLOY MOBILE VAN
1,Karnataka,Davanagere,77.33681801680416,26.35007860492946,🔴 DEPLOY MOBILE VAN
1,Haryana,Panipat,2424.263322434315,827.1999463926188,🔴 DEPLOY MOBILE VAN
1,Assam,Goalpara,859.4319299468935,295.891769909443,🔴 DEPLOY MOBILE VAN
1,Punjab,Bathinda,2871.990377992822,994.960492676912,🔴 DEPLOY MOBILE VAN
1,Assam,Udalguri,651.6257513019633,226.88576655155813,🔴 DEPLOY MOBILE VAN
1,Andhra Pradesh,Parvathipuram Manyam,87.31783573148631,30.51490327594137,🔴 DEPLOY MOBILE VAN
1,Haryana,Yamuna Nagar,2513.316160279333,878.4205108213414,🔴 DEPLOY MOBILE VAN
1,Andaman and Nicobar Islands,North And Middle Andaman,37.90596634545023,13.25128849817397,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Dumka,841.3928274414254,295.11852154744633,🔴 DEPLOY MOBILE VAN
1,Assam,Nagaon,3461.188055243258,1215.799489194072,🔴 DEPLOY MOBILE VAN
1,Delhi,New Delhi,45.63509908463431,16.101021537100912,🔴 DEPLOY MOBILE VAN
1,Gujarat,Dohad,377.8741060653026,133.36098144709027,🔴 DEPLOY MOBILE VAN
1,Chhattisgarh,Bemetara,5661.156522975064,2003.7960821105182,🔴 DEPLOY MOBILE VAN
1,Bihar,Purnea,43.61286358725715,15.485068861314701,🔴 DEPLOY MOBILE VAN
1,Haryana,Mewat,2049.2265147083845,727.7988472310931,🔴 DEPLOY MOBILE VAN
1,Bihar,Kishanganj,3461.6257519310825,1231.525101951334,🔴 DEPLOY MOBILE VAN
1,Ladakh,Leh,31.83252581889316,11.33701505728108,🔴 DEPLOY MOBILE VAN
1,Manipur,Tamenglong,49.47180599046055,17.729133085193755,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Gumla,1443.8602600084782,518.2591029547059,🔴 DEPLOY MOBILE VAN
1,Bihar,Banka,2275.844215870605,817.0914179368148,🔴 DEPLOY MOBILE VAN
1,Andhra Pradesh,Palnadu,83.63074712699702,30.089922752005776,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Ranchi,1891.170900633983,685.106062671561,🔴 DEPLOY MOBILE VAN
1,Nagaland,Mokokchung,44.01768929519885,16.080710475463587,🔴 DEPLOY MOBILE VAN
1,Punjab,Sangrur,2163.1575935331657,793.2341522726931,🔴 DEPLOY MOBILE VAN
1,Andhra Pradesh,Mahbubnagar,449.0675177473295,165.46077116774296,🔴 DEPLOY MOBILE VAN
1,Telangana,Suryapet,455.7228922332422,168.5056474461748,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Giridih,1278.0784299902311,475.7964724560022,🔴 DEPLOY MOBILE VAN
1,Bihar,Supaul,2421.450988560938,903.8442995030437,🔴 DEPLOY MOBILE VAN
1,West Bengal,Puruliya,2141.6114413162263,803.8794044740732,🔴 DEPLOY MOBILE VAN
1,Bihar,Jamui,2202.8016758452013,827.5147822497054,🔴 DEPLOY MOBILE VAN
1,Nagaland,Longleng,14.89950494195112,5.652542754415093,🔴 DEPLOY MOBILE VAN
1,Orissa,Balangir,80.29140175268557,30.4682843503259,🔴 DEPLOY MOBILE VAN
1,Himachal Pradesh,Kangra,2964.661355998596,1125.5072592633942,🔴 DEPLOY MOBILE VAN
1,West Bengal,Malda,2061.5936418353235,782.6903575823835,🔴 DEPLOY MOBILE VAN
1,Karnataka,Chamarajanagar,32.64606016912473,12.431845551577256,🔴 DEPLOY MOBILE VAN
1,Bihar,Madhepura,2537.5034454538027,967.4348179957711,🔴 DEPLOY MOBILE VAN
1,Jammu and Kashmir,Srinagar,2256.7928401629524,866.3306354991382,🔴 DEPLOY MOBILE VAN
1,Bihar,Begusarai,2938.092114565276,1128.9889752379866,🔴 DEPLOY MOBILE VAN
1,Assam,Karimganj,1568.036225869329,602.8612389163865,🔴 DEPLOY MOBILE VAN
1,Lakshadweep,Lakshadweep,30.47164707273278,11.756545654326153,🔴 DEPLOY MOBILE VAN
1,Jammu and Kashmir,Jammu,2900.1648615278345,1119.3124749204003,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Bokaro,1444.718115818344,557.7596392486649,🔴 DEPLOY MOBILE VAN
1,Dadra and Nagar Haveli,Dadra and Nagar Haveli,488.0461327448048,189.29319161319313,🔴 DEPLOY MOBILE VAN
1,Jharkhand,West Singhbhum,1934.8598764779224,751.9629601760066,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Chatra,846.9503841137067,329.28944953569027,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Hazaribagh,1133.629216481943,442.45400415661084,🔴 DEPLOY MOBILE VAN
1,Orissa,Cuttack,51.39487202235491,20.1068110916316,🔴 DEPLOY MOBILE VAN
1,Punjab,Jalandhar,3341.7034812236543,1307.9061733953524,🔴 DEPLOY MOBILE VAN
1,Bihar,Araria,2910.8825856797703,1139.534259008731,🔴 DEPLOY MOBILE VAN
1,Madhya Pradesh,Balaghat,3661.288065698992,1438.0331970976697,🔴 DEPLOY MOBILE VAN
1,West Bengal,Hooghly,2362.2788275181674,928.0290092423143,🔴 DEPLOY MOBILE VAN
1,Nagaland,Peren,21.48806259214217,8.445331201217366,🔴 DEPLOY MOBILE VAN
1,Jammu and Kashmir,Kishtwar,579.7411590530448,227.8827996053771,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Godda,1033.1668206419156,406.2602008287714,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Dhanbad,1537.8306293837802,605.6211226856765,🔴 DEPLOY MOBILE VAN
1,Odisha,Anugul,29.869933770460456,11.774816668314564,🔴 DEPLOY MOBILE VAN
1,Rajasthan,Chittaurgarh,30.286509652717108,12.017345821037985,🔴 DEPLOY MOBILE VAN
1,Bihar,Bhagalpur,2826.564537348748,1122.714686654663,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Deoghar,876.8848441586676,348.8738683149144,🔴 DEPLOY MOBILE VAN
1,Assam,Dhemaji,558.0517358570504,222.5196915665321,🔴 DEPLOY MOBILE VAN
1,Karnataka,Bagalkot *,34.40693802759041,13.729225401806989,🔴 DEPLOY MOBILE VAN
1,Jharkhand,East Singhbhum,1407.978848906413,562.4819353827679,🔴 DEPLOY MOBILE VAN
1,Sikkim,East,24.547417320850823,9.810419967417504,🔴 DEPLOY MOBILE VAN
1,Bihar,Rohtas,2402.664211173417,960.3896492633068,🔴 DEPLOY MOBILE VAN
1,Haryana,Fatehabad,1916.60327012034,768.3461698986478,🔴 DEPLOY MOBILE VAN
1,Maharashtra,Dharashiv,6.932149935722228,2.784714751251488,🔴 DEPLOY MOBILE VAN
1,Jharkhand,Sahebganj,852.6715986879593,343.2283248892421,🔴 DEPLOY MOBILE VAN
1,Chhattisgarh,Mungeli,5193.043680723571,2093.4970703047193,🔴 DEPLOY MOBILE VAN
1,West Bengal,Kolkata,1895.0206372765776,764.001316567141,🔴 DEPLOY MOBILE VAN
1,Bihar,Bhojpur,2299.7818728520047,930.5820400619615,🔴 DEPLOY MOBILE VAN
1,Madhya Pradesh,Mauganj,13.573158050768912,5.498905046256544,🔴 DEPLOY MOBILE VAN
1,Maharashtra,Chandrapur,6841.818307113996,2772.5109507159877,🔴 DEPLOY MOBILE VAN
1,Rajasthan,Baran,2793.9184182453923,1132.4707103964356,🔴 DEPLOY MOBILE VAN
1,Maharashtra,Gadchiroli,4853.713043597599,1969.0944068241072,🔴 DEPLOY MOBILE VAN
1,Assam,Sonitpur,772.6554868550168,314.2936683338464,🔴 DEPLOY MOBILE VAN
1,Mizoram,Champhai,25.59651870096628,10.4441036119984,🔴 DEPLOY MOBILE VAN
1,Bihar,Nalanda,2501.7332117425944,1023.7091570317207,🔴 DEPLOY MOBILE VAN
1,Madhya Pradesh,Chhindwara,3731.683957935322,1528.7498993661793,🔴 DEPLOY MOBILE VAN
1,Madhya Pradesh,Dewas,2908.844300037953,1191.6994039155252,🔴 DEPLOY MOBILE VAN
1,Bihar,Khagaria,1979.80284112404,812.2446430414041,🔴 DEPLOY MOBILE VAN
1,West Bengal,Birbhum,2325.5308071428294,956.5436080155459,🔴 DEPLOY MOBILE VAN
1,Bihar,Nawada,1981.2631692923344,815.5037417240812,🔴 DEPLOY MOBILE VAN
1,West Bengal,Bankura,2249.6023519413848,933.4415873024936,🔴 DEPLOY MOBILE VAN
1,Chhattisgarh,Kabeerdham,2654.0614294351208,1101.3223186978369,🔴 DEPLOY MOBILE VAN
1,Arunachal Pradesh,Lohit,42.30569724103199,17.597630137382822,🔴 DEPLOY MOBILE VAN
1,Madhya Pradesh,Betul,3222.214402285155,1342.4379923825568,🔴 DEPLOY MOBILE VAN
1,Assam,Lakhimpur,1088.8969707542606,453.845744263559,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Tenkasi,541.7469134746391,225.83281881796898,🔴 DEPLOY MOBILE VAN
1,Punjab,Hoshiarpur,2160.7810399690334,901.5812337540976,🔴 DEPLOY MOBILE VAN
1,West Bengal,East Midnapore,559.2313124883622,233.52565755382628,🔴 DEPLOY MOBILE VAN
1,Assam,Dhubri,1476.6388717038517,616.9984162860919,🔴 DEPLOY MOBILE VAN
1,Bihar,West Champaran,3689.517041301157,1544.9956916996434,🔴 DEPLOY MOBILE VAN
1,Maharashtra,Washim,3462.780140134601,1451.634088368134,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Namakkal,3468.099010117633,1457.6503181945104,🔴 DEPLOY MOBILE VAN
1,Bihar,Sitamarhi,3307.19193169955,1392.5814702784432,🔴 DEPLOY MOBILE VAN
1,Kerala,Kottayam,1833.69559227615,772.3194684608152,🔴 DEPLOY MOBILE VAN
1,Punjab,Patiala,2946.9243321342483,1243.603418468595,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Nagapattinam,3124.1424756438373,1319.8742892316811,🔴 DEPLOY MOBILE VAN
1,Haryana,Rohtak,1900.235005513493,802.8864775873847,🔴 DEPLOY MOBILE VAN
1,Assam,Cachar,1776.794046456499,750.8838018276947,🔴 DEPLOY MOBILE VAN
1,West Bengal,Darjeeling,1024.7949387542938,433.8817086374124,🔴 DEPLOY MOBILE VAN
1,Tamil Nadu,Sivaganga,3100.9314399903374,1313.0645695058147,🔴 DEPLOY MOBILE VAN
1,Maharashtra,Ratnagiri,5020.078388196436,2135.606678843739,🔴 DEPLOY MOBILE VAN
1,Rajasthan,Hanumangarh,2920.5777682640787,1244.4109474507143,🔴 DEPLOY MOBILE VAN
1,West Bengal,Nadia,2303.2322942574306,981.5223014614022,🔴 DEPLOY MOBILE VAN
1,Karnataka,Gadag *,17.848178637300897,7.619280271865198,🔴 DEPLOY MOBILE VAN
