state,district,forecast_step,pred_bio,dist_avg,spike_score,Risk_Level
Madhya Pradesh,Sehore,1,2553.3703495969085,1267.7091030634929,2.0141610906055183,MEDIUM (Monitor)
Punjab,Shaheed Bhagat Singh Nagar,1,1026.7625510735077,509.82868905134836,2.013936392995129,MEDIUM (Monitor)
Assam,Jorhat,3,253.88899041693773,126.13407567060551,2.012850128461396,MEDIUM (Monitor)
Haryana,Kaithal,1,1923.3680971582655,957.0484573195737,2.0096872655174476,MEDIUM (Monitor)
Bihar,Saran,1,3333.2353723782044,1658.9987580740005,2.0091849714510297,MEDIUM (Monitor)
Andhra Pradesh,Eluru,2,56.64642161410424,28.198725654809632,2.0088291331861132,MEDIUM (Monitor)
Jammu and Kashmir,Reasi,2,379.6782344004902,189.18680339723178,2.006895975737205,MEDIUM (Monitor)
Haryana,Faridabad,1,2809.934402114596,1400.5188827218424,2.0063523860910903,MEDIUM (Monitor)
Uttar Pradesh,Siddharthnagar,1,3335.557591649591,1662.8833937527797,2.0058878476872244,MEDIUM (Monitor)
Chhattisgarh,Mungeli,1,5193.043680723571,2589.0195818807283,2.0057954435984664,MEDIUM (Monitor)
Assam,Kokrajhar,1,691.9203788610076,345.0940334465226,2.0050198259027012,MEDIUM (Monitor)
Rajasthan,Deeg ,12,3.11976766583365,1.5564947755718022,2.004354730125937,MEDIUM (Monitor)
Andhra Pradesh,Bapatla,2,57.3734613420979,28.626923879423767,2.00417835963634,MEDIUM (Monitor)
Kerala,Kozhikode,1,3777.746831465276,1887.6745155792014,2.001270240333852,MEDIUM (Monitor)
